100 1350
50 56
26 51
50 48
37 46
31 40
41 45
50 37
40 35
41 42
28 49
24 58
36 44
23 35
28 50
42 35
30 32
20 44
39 30
37 60
50 36
45 32
40 49
21 53
26 50
29 60
31 58
22 55
47 31
46 33
36 33
48 33
31 42
25 39
40 36
28 47
50 38
28 38
44 42
28 57
20 46
30 43
24 30
34 36
40 41
41 57
26 57
39 39
32 33
28 48
50 33
31 46
36 36
37 30
37 47
44 49
30 48
26 59
49 33
31 51
45 48
21 56
28 56
20 44
27 52
50 35
31 49
28 56
26 41
22 59
44 58
41 41
42 38
34 45
25 30
22 30
26 44
35 35
48 39
23 49
23 39
37 47
45 45
21 38
31 38
22 35
45 46
44 56
31 48
42 52
49 31
29 42
20 51
22 42
21 55
22 50
20 59
49 46
41 46
35 34
26 46
