100 1350
37 38
20 55
23 48
28 34
45 50
44 56
42 31
50 36
24 57
46 39
47 33
42 47
25 30
37 47
44 54
40 34
45 57
37 45
29 54
36 34
43 55
47 43
48 56
34 44
44 59
44 38
39 50
20 45
33 35
35 36
46 44
41 43
20 36
38 38
22 44
21 52
48 44
34 36
38 53
21 60
43 36
34 56
31 30
42 31
35 42
26 59
37 52
27 47
38 56
35 51
25 58
20 57
42 34
23 43
23 30
40 53
37 46
30 55
40 56
21 42
26 34
42 59
20 45
38 35
35 47
38 60
29 53
43 49
30 33
21 37
50 56
40 55
28 58
39 54
24 51
28 46
46 41
32 41
25 59
32 42
21 52
28 30
22 36
44 41
44 60
40 34
46 44
30 49
47 59
34 30
25 48
47 41
43 44
27 43
41 43
28 33
41 46
44 51
27 31
47 41
